TimeStamps,X,Y,Z,,Mag.
2018-07-04T12:12:40.316939,-1.313,-0.106,0.615,6,1.45376408
2018-07-04T12:12:40.369582,-1.313,-0.106,0.615,6,1.45376408
2018-07-04T12:12:40.417334,-1.378,0.131,0.682,6,1.543103691
2018-07-04T12:12:40.465507,-1.378,0.131,0.682,6,1.543103691
2018-07-04T12:12:40.510628,-1.068,0.001,-0.104,6,1.073052189
2018-07-04T12:12:40.561266,-0.785,-0.239,-0.356,6,0.894473029
2018-07-04T12:12:40.623936,-0.785,-0.239,-0.356,6,0.894473029
2018-07-04T12:12:40.669560,-1.049,-0.086,-0.117,6,1.059002361
2018-07-04T12:12:40.711173,-0.981,-0.021,-0.06,6,0.983057475
2018-07-04T12:12:40.759303,-0.981,-0.021,-0.06,6,0.983057475
2018-07-04T12:12:40.829493,-0.996,-0.032,-0.13,6,1.004957711
2018-07-04T12:12:40.869101,-0.932,-0.228,-0.101,6,0.964784432
2018-07-04T12:12:40.915225,-0.932,-0.228,-0.101,6,0.964784432
2018-07-04T12:12:41.056378,-1.229,-0.008,-0.021,6,1.229205434
2018-07-11T13:39:30.071773,0.467,-0.841,0.341,6,1.020613051
2018-07-11T13:39:30.195106,0.432,-0.864,0.37,6,1.034417711
2018-07-11T13:39:30.258277,0.432,-0.864,0.37,6,1.034417711
2018-07-11T13:39:30.323451,0.416,-0.852,0.367,6,1.0166853
2018-07-11T13:39:30.370075,0.415,-0.91,0.369,6,1.066060974
2018-07-11T13:39:30.418707,0.415,-0.91,0.369,6,1.066060974
2018-07-11T13:39:30.470847,0.509,-0.871,0.324,6,1.059574443
2018-07-11T13:39:30.529006,0.658,-0.796,0.316,6,1.080016667
2018-07-11T13:39:30.584658,0.658,-0.796,0.316,6,1.080016667
2018-07-11T13:39:30.634293,0.629,-0.814,0.496,6,1.142038966
2018-07-11T13:39:30.681419,0.336,-0.603,0.356,6,0.776685908
2018-07-11T13:39:30.724540,0.336,-0.603,0.356,6,0.776685908
2018-07-11T13:39:30.791721,0.477,-0.661,0.298,1,0.867902068
2018-07-11T13:39:30.838849,0.746,-0.859,0.542,1,1.260222599
2018-07-11T13:39:30.880961,0.746,-0.859,0.542,1,1.260222599
2018-07-11T13:39:30.935110,0.544,-0.69,0.231,1,0.908513621
2018-07-11T13:39:30.991764,0.449,-0.883,0.426,1,1.07831628
2018-07-11T13:39:31.037388,0.449,-0.883,0.426,1,1.07831628
2018-07-11T13:39:31.099055,0.591,-0.762,0.223,1,0.989774722
2018-07-11T13:39:31.166739,0.573,-0.772,0.236,1,0.989954039
2018-07-11T13:39:31.223896,0.532,-0.79,0.213,1,0.975957479
2018-07-11T13:39:31.271022,0.532,-0.79,0.213,1,0.975957479
2018-07-11T13:39:31.319654,0.578,-0.766,0.111,1,0.966002588
2018-07-11T13:39:31.367281,0.578,-0.766,0.111,1,0.966002588
2018-07-11T13:39:31.424935,0.61,-0.807,0.103,1,1.016837253
2018-07-11T13:39:31.511165,0.619,-0.757,0.12,1,0.985195412
2018-07-11T13:39:31.569822,0.495,-0.729,0.03,1,0.881683617
2018-07-11T13:39:31.619455,0.466,-0.778,0.049,1,0.908207575
2018-07-11T13:39:31.669087,0.466,-0.778,0.049,1,0.908207575
2018-07-11T13:39:31.713706,0.608,-0.648,-0.083,1,0.892444396
2018-07-11T13:39:31.774372,0.367,-0.753,0.115,1,0.845531194
2018-07-11T13:39:31.830017,0.367,-0.753,0.115,1,0.845531194
2018-07-11T13:39:31.880153,0.165,-0.32,0.136,1,0.384864911
2018-07-11T13:39:31.928280,0.165,-0.32,0.136,1,0.384864911
2018-07-11T13:39:31.996963,-0.025,-0.063,0.222,1,0.23211635
2018-07-11T13:39:32.069657,0.016,0.015,-0.389,1,0.389617761
2018-07-11T13:39:32.142352,0.945,0.363,-2.446,1,2.647207963
2018-07-11T13:39:32.209320,1.284,0.12,-3.556,1,3.782617083
2018-07-11T13:39:32.257449,-0.071,0.019,-1.272,1,1.274121658
2018-07-11T13:39:32.302574,-0.071,0.019,-1.272,1,1.274121658
2018-07-11T13:39:32.382324,0.182,-0.057,0.274,1,0.333839782
2018-07-11T13:39:32.433461,-0.177,0.073,-0.635,1,0.66323676
2018-07-11T13:39:32.507163,0.309,0.402,-0.499,1,0.711397217
2018-07-11T13:39:32.585876,0.468,0.151,-0.947,1,1.067067945
2018-07-11T13:39:32.650551,0.391,-0.118,-1.911,1,1.954156084
2018-07-11T13:39:32.695672,0.391,-0.118,-1.911,1,1.954156084
2018-07-11T13:39:32.753832,0.2,-0.166,-0.733,1,0.777717815
2018-07-11T13:39:32.801960,0.378,0.089,-0.349,1,0.522116845
2018-07-11T13:39:32.927306,0.422,-0.042,-0.933,1,1.024859503
2018-07-11T13:39:32.983456,0.436,-0.072,-0.979,1,1.074114054
2018-07-11T13:39:33.038608,0.379,-0.099,-0.919,1,0.999001001
2018-07-11T13:39:33.099772,0.379,-0.099,-0.919,1,0.999001001
2018-07-11T13:39:33.146904,0.393,-0.044,-0.784,1,0.878089403
2018-07-11T13:39:33.193026,0.361,-0.012,-0.755,1,0.836952806
2018-07-11T13:39:33.251185,0.361,-0.012,-0.755,1,0.836952806
2018-07-11T13:45:33.605884,0.474,-0.711,0.16,6,0.869365861
2018-07-11T13:45:33.653012,0.474,-0.711,0.16,6,0.869365861
2018-07-11T13:45:33.716185,0.532,-0.811,0.18,6,0.98648112
2018-07-11T13:45:33.763311,0.663,-0.952,0.267,6,1.190446135
2018-07-11T13:45:33.817461,0.663,-0.952,0.267,6,1.190446135
2018-07-11T13:45:33.870602,0.668,-0.951,0.234,6,1.185487663
2018-07-11T13:45:33.922243,0.563,-0.985,0.096,6,1.138600018
2018-07-11T13:45:33.965358,0.563,-0.985,0.096,6,1.138600018
2018-07-11T13:45:34.032036,1.132,-0.83,0.299,6,1.435174205
2018-07-11T13:45:34.099717,0.629,-1.04,0.15,6,1.224639131
2018-07-11T13:45:34.171910,0.481,-0.352,0.125,6,0.609007389
2018-07-11T13:45:34.217531,0.481,-0.352,0.125,6,0.609007389
2018-07-11T13:45:34.263655,0.473,-0.285,0.288,6,0.622814579
2018-07-11T13:45:34.311282,0.592,-0.347,0.474,6,0.833995803
2018-07-11T13:45:34.370440,0.592,-0.347,0.474,6,0.833995803
2018-07-11T13:45:34.475220,0.773,-0.623,0.858,6,1.312182152
2018-07-11T13:45:34.531370,0.773,-0.623,0.858,6,1.312182152
2018-07-11T13:45:34.588523,0.608,-0.599,-0.024,6,0.853838978
2018-07-11T13:45:34.639659,0.651,-0.935,0.079,6,1.142045095
2018-07-11T13:45:34.699318,0.789,-0.739,0.39,6,1.149235398
2018-07-11T13:45:34.773015,0.789,-0.739,0.39,6,1.149235398
2018-07-11T13:45:34.835181,0.564,-0.502,0.15,6,0.76980517
2018-07-11T13:45:34.885316,0.561,-0.758,0.313,6,0.993606562
2018-07-11T13:45:34.933444,0.561,-0.758,0.313,6,0.993606562
2018-07-11T13:45:34.981084,0.616,-0.851,0.182,6,1.066199325
2018-07-11T13:45:35.026208,0.6,-0.826,0.252,6,1.051560745
2018-07-11T13:45:35.085365,0.6,-0.826,0.252,6,1.051560745
2018-07-11T13:45:35.148538,0.507,-1.201,0.193,6,1.317838761
2018-07-11T13:45:35.213715,0.722,-0.938,0.091,6,1.187185327
2018-07-11T13:45:35.278889,1.132,-0.654,0.179,6,1.319538177
2018-07-11T13:45:35.340058,0.625,-0.947,0.035,6,1.135191173
2018-07-11T13:45:35.387183,0.625,-0.947,0.035,6,1.135191173
2018-07-11T13:45:35.437322,0.573,-0.628,0.099,6,0.855870317
2018-07-11T13:45:35.512524,0.616,-0.182,0.25,6,0.689260473
2018-07-11T13:45:35.561155,0.616,-0.182,0.25,6,0.689260473
2018-07-11T13:45:35.621817,0.541,-0.228,0.471,6,0.752665929
2018-07-11T13:45:35.681476,1.107,-0.974,0.9,6,1.727462011
2018-07-11T13:45:35.732112,0.757,-0.368,0.612,6,1.040681027
2018-07-11T13:45:35.775728,0.757,-0.368,0.612,6,1.040681027
2018-07-11T13:45:35.889177,0.552,-0.897,0.019,6,1.053410651
2018-07-11T13:45:35.934298,0.552,-0.897,0.019,6,1.053410651
2018-07-11T13:45:35.980427,0.864,-0.727,0.364,6,1.186389902
2018-07-11T13:45:36.043599,0.542,-0.545,0.101,6,0.775235448
2018-07-11T13:45:36.121811,0.532,-0.739,0.293,6,0.956553187
2018-07-11T13:45:36.167434,0.532,-0.739,0.293,6,0.956553187
2018-07-11T13:45:36.225088,0.615,-0.817,0.198,6,1.041593971
2018-07-11T13:45:36.275724,0.615,-0.817,0.198,6,1.041593971
2018-07-11T13:45:36.339895,0.67,-0.874,0.287,6,1.138044375
2018-07-11T13:45:36.396546,0.55,-1.213,0.169,6,1.342546089
2018-07-11T13:45:36.448184,0.727,-0.871,0.01,6,1.134579217
2018-07-11T13:45:36.499823,0.727,-0.871,0.01,6,1.134579217
2018-07-11T13:45:36.542436,1.04,-0.669,0.208,6,1.253963716
2018-07-11T13:45:36.610120,0.579,-0.999,0.051,6,1.155786745
2018-07-11T13:45:36.671285,0.538,-0.505,0.232,6,0.773494021
2018-07-11T13:45:36.736961,0.538,-0.505,0.232,6,0.773494021
2018-07-11T13:45:36.799628,0.577,-0.303,0.233,6,0.692117765
2018-07-11T13:45:36.853271,0.713,-0.312,0.456,6,0.902024944
2018-07-11T13:45:36.901901,0.713,-0.312,0.456,6,0.902024944
2018-07-11T13:45:36.947523,0.842,-0.948,0.996,6,1.612353559
2018-07-11T13:45:36.995652,0.477,-0.711,0.79,6,1.164967811
2018-07-11T13:45:37.066340,0.751,-0.459,-0.001,6,0.880160781
2018-07-11T13:45:37.121989,0.751,-0.459,-0.001,6,0.880160781
2018-07-11T13:45:37.198697,0.569,-0.987,-0.002,6,1.139269064
2018-07-11T13:45:37.250841,0.673,-0.88,0.282,6,1.143176714
2018-07-11T13:45:37.311001,0.611,-0.515,0.146,6,0.812318903
2018-07-11T13:45:37.371165,0.611,-0.515,0.146,6,0.812318903
2018-07-11T13:45:37.420797,0.552,-0.728,0.194,6,0.933982869
2018-07-11T13:45:37.465417,0.594,-0.831,0.211,6,1.043033077
2018-07-11T13:45:37.512041,0.594,-0.831,0.211,6,1.043033077
2018-07-11T13:45:37.574711,0.707,-0.839,0.212,6,1.117458724
2018-07-11T13:45:37.619833,0.535,-1.231,0.232,6,1.362134355
2018-07-11T13:45:37.687015,0.535,-1.231,0.232,6,1.362134355
2018-07-11T13:45:37.756204,0.726,-0.881,0.037,6,1.142193504
2018-07-11T13:45:37.838425,1.17,-0.688,0.259,6,1.381783268
2018-07-11T13:45:37.885554,0.668,-0.823,0.058,6,1.06156347
2018-07-11T13:45:37.934185,0.478,-0.354,0.25,6,0.645213143
2018-07-11T13:45:37.979809,0.478,-0.354,0.25,6,0.645213143
2018-07-11T13:45:38.038970,0.48,-0.178,0.243,6,0.56668598
2018-07-11T13:45:38.095123,0.54,-0.333,0.557,6,0.844238118
2018-07-11T13:45:38.156291,0.54,-0.333,0.557,6,0.844238118
2018-07-11T13:45:38.202414,1.204,-1.08,1.177,6,2.000336222
2018-07-11T13:45:38.246533,1.204,-1.08,1.177,6,2.000336222
2018-07-11T13:45:38.295667,0.726,-0.328,0.317,6,0.857408304
2018-07-11T13:45:38.357837,0.674,-0.669,0.161,6,0.963201952
2018-07-11T13:45:38.414990,0.583,-1.009,0.039,6,1.165972127
2018-07-11T13:45:38.468135,0.583,-1.009,0.039,6,1.165972127
2018-07-11T13:45:38.561885,0.756,-0.62,0.34,6,1.035150231
2018-07-11T13:45:38.608008,0.53,-0.651,0.072,6,0.842546735
2018-07-11T13:45:38.651625,0.57,-0.71,0.304,6,0.959904162
2018-07-11T13:45:38.717804,0.57,-0.71,0.304,6,0.959904162
2018-07-11T13:45:38.779975,0.5,-0.873,0.192,6,1.024203593
2018-07-11T13:45:38.838131,0.714,-0.9,0.217,6,1.169138572
2018-07-11T13:45:38.885261,0.6,-1.166,0.245,6,1.33400937
2018-07-11T13:45:38.937400,0.6,-1.166,0.245,6,1.33400937
2018-07-11T13:45:38.979518,0.804,-0.801,-0.044,6,1.135760978
2018-07-11T13:45:39.045696,1.082,-0.826,0.266,6,1.386995314
2018-07-11T13:45:39.101851,1.082,-0.826,0.266,6,1.386995314
2018-07-11T13:45:39.150982,0.573,-0.817,0.066,6,1.000086996
2018-07-11T13:45:39.197110,0.551,-0.239,0.275,6,0.660565667
2018-07-11T13:45:39.246242,0.551,-0.239,0.275,6,0.660565667
2018-07-11T13:45:39.291366,0.41,-0.255,0.229,6,0.534383757
2018-07-11T13:45:39.355538,0.622,-0.532,0.622,6,1.028003891
2018-07-11T13:45:39.408686,0.622,-0.532,0.622,6,1.028003891
2018-07-11T13:39:56.186246,0.446,-0.87,0.196,1,0.997111829
2018-07-11T13:39:56.225353,0.51,-0.833,0.227,1,1.002755204
2018-07-11T13:39:56.280500,0.51,-0.833,0.227,1,1.002755204
2018-07-11T13:39:56.334143,0.517,-0.856,0.2,1,1.01981616
2018-07-11T13:39:56.403832,0.42,-0.915,0.151,1,1.018050097
2018-07-11T13:39:56.449457,0.42,-0.915,0.151,1,1.018050097
2018-07-11T13:39:56.506110,0.46,-0.84,0.187,1,0.975791474
2018-07-11T13:39:56.556748,0.519,-0.849,0.452,1,1.092916282
2018-07-11T13:39:56.616411,0.485,-0.941,0.109,1,1.064230708
2018-07-11T13:39:56.667548,0.485,-0.941,0.109,1,1.064230708
2018-07-11T13:39:56.726205,0.509,-0.72,0.359,1,0.952030462
2018-07-11T13:39:56.771325,0.683,-0.738,0.349,1,1.064393724
2018-07-11T13:39:56.819955,0.683,-0.738,0.349,1,1.064393724
2018-07-11T13:39:56.866580,0.514,-0.727,0.293,1,0.937322783
2018-07-11T13:39:56.925237,0.514,-0.727,0.293,1,0.937322783
2018-07-11T13:39:56.988907,0.515,-0.757,0.299,1,0.963158865
2018-07-11T13:39:57.085665,0.639,-0.8,0.249,1,1.053718179
2018-07-11T13:39:57.134295,0.554,-0.802,0.262,1,1.009338397
2018-07-11T13:39:57.180418,0.478,-0.792,0.272,1,0.964226115
2018-07-11T13:39:57.233560,0.478,-0.792,0.272,1,0.964226115
2018-07-11T13:39:57.301744,0.523,-0.797,0.23,1,0.980631429
2018-07-11T13:39:57.407030,0.497,-0.731,0.06,1,0.885985327
2018-07-11T13:39:57.459169,0.497,-0.731,0.06,1,0.885985327
2018-07-11T13:39:57.515324,0.492,-0.709,-0.202,1,0.886312022
2018-07-11T13:39:57.569469,0.545,-0.694,-0.063,1,0.884663778
2018-07-11T13:39:57.615597,0.545,-0.694,-0.063,1,0.884663778
2018-07-11T13:39:57.682779,0.504,-0.736,-0.177,1,0.909417946
2018-07-11T13:39:57.739430,0.614,-0.709,-0.04,1,0.938763549
2018-07-11T13:39:57.796082,0.391,-0.423,0.205,1,0.611420477
2018-07-11T13:39:57.852231,0.391,-0.423,0.205,1,0.611420477
2018-07-11T13:39:57.897855,-0.338,-0.256,0.379,1,0.568701152
2018-07-11T13:39:57.947486,-0.338,-0.256,0.379,1,0.568701152
2018-07-11T13:39:58.006143,0.297,0.049,-0.614,1,0.683817227
2018-07-11T13:39:58.058282,0.66,0.457,-2.527,1,2.651448283
2018-07-11T13:39:58.103904,0.66,0.457,-2.527,1,2.651448283
2018-07-11T13:39:58.151030,0.761,0.073,-3.604,1,3.684191363
2018-07-11T13:39:58.213199,-0.187,-0.067,-1.009,1,1.028367152
2018-07-11T13:39:58.258320,-0.187,-0.067,-1.009,1,1.028367152
2018-07-11T13:39:58.366114,-0.089,0.043,-0.697,1,0.703973721
2018-07-11T13:39:58.412237,-0.089,0.043,-0.697,1,0.703973721
2018-07-11T13:39:58.460366,0.449,0.326,-0.505,1,0.750267952
2018-07-11T13:39:58.505988,0.449,0.326,-0.505,1,0.750267952
2018-07-11T13:39:58.578183,0.304,-0.053,-1.225,1,1.263269567
2018-07-11T13:39:58.644365,0.181,-0.416,-1.806,1,1.862109825
2018-07-11T13:39:58.693496,0.183,-0.14,-0.691,1,0.728402361
2018-07-11T13:39:58.770706,0.253,0.054,-0.373,1,0.453931713
2018-07-11T13:39:58.824853,0.217,-0.06,-0.607,1,0.647408681
2018-07-11T13:39:58.866968,0.217,-0.06,-0.607,1,0.647408681
2018-07-11T13:39:58.935158,0.35,-0.25,-1.385,1,1.450249978
2018-07-11T13:39:59.007351,0.169,-0.193,-1.162,1,1.189980672
2018-07-11T13:39:59.053478,0.169,-0.193,-1.162,1,1.189980672
2018-07-11T13:39:59.099601,0.174,-0.08,-0.647,1,0.674748101
2018-07-11T13:39:59.149737,0.239,-0.076,-0.792,1,0.830759291
2018-07-11T13:39:59.201375,0.239,-0.076,-0.792,1,0.830759291
2018-07-11T13:39:59.305654,0.231,-0.125,-0.914,1,0.95099001
2018-07-11T13:46:37.089571,0.823,-0.369,0.083,6,0.905747757
2018-07-11T13:46:37.135694,0.823,-0.369,0.083,6,0.905747757
2018-07-11T13:46:37.246570,0.86,-0.536,0.362,6,1.076076205
2018-07-11T13:46:37.295705,0.86,-0.536,0.362,6,1.076076205
2018-07-11T13:46:37.338821,0.61,-0.612,0.087,6,0.868454374
2018-07-11T13:46:37.400992,0.613,-0.751,0.278,6,1.008490952
2018-07-11T13:46:37.447115,0.613,-0.751,0.278,6,1.008490952
2018-07-11T13:46:37.501264,0.639,-0.767,0.176,6,1.013699166
2018-07-11T13:46:37.543376,0.639,-0.767,0.176,6,1.013699166
2018-07-11T13:46:37.592514,0.693,-0.753,0.241,6,1.051351036
2018-07-11T13:46:37.653677,0.608,-0.883,0.106,6,1.077306363
2018-07-11T13:46:37.718855,0.591,-1.02,0.237,6,1.202435029
2018-07-11T13:46:37.815112,0.743,-0.839,-0.029,6,1.121075823
2018-07-11T13:46:37.861235,0.743,-0.839,-0.029,6,1.121075823
2018-07-11T13:46:37.920393,1.042,-0.64,0.361,6,1.275023529
2018-07-11T13:46:37.969023,0.553,-0.987,0.054,6,1.132649107
2018-07-11T13:46:38.020661,0.553,-0.987,0.054,6,1.132649107
2018-07-11T13:46:38.087843,0.536,-0.605,0.204,6,0.833628814
2018-07-11T13:46:38.135972,0.598,-0.484,0.22,6,0.800162483
2018-07-11T13:46:38.184104,0.761,-0.41,0.384,6,0.94587367
2018-07-11T13:46:38.237750,0.761,-0.41,0.384,6,0.94587367
2018-07-11T13:46:38.296410,0.763,-0.649,0.727,6,1.237699075
2018-07-11T13:46:38.355572,0.41,-0.766,0.852,6,1.216864824
2018-07-11T13:46:38.399690,0.41,-0.766,0.852,6,1.216864824
2018-07-11T13:46:38.467878,0.788,-0.75,0.516,6,1.204034883
2018-07-11T13:46:38.574166,0.808,-0.16,0.123,6,0.83282231
2018-07-11T13:46:38.624300,0.52,-1.33,-0.029,6,1.428335045
2018-07-11T13:46:38.683961,0.841,-0.577,0.347,6,1.077320287
2018-07-11T13:46:38.729583,0.841,-0.577,0.347,6,1.077320287
2018-07-11T13:46:38.796261,0.599,-0.609,0.031,6,0.854776579
2018-07-11T13:46:38.839878,0.69,-0.634,0.225,6,0.963680964
2018-07-11T13:46:38.891516,0.69,-0.634,0.225,6,0.963680964
2018-07-11T13:46:38.951677,0.67,-0.693,0.232,6,0.991449948
2018-07-11T13:46:38.997800,0.516,-0.982,0.305,6,1.150480334
2018-07-11T13:46:39.046430,0.516,-0.982,0.305,6,1.150480334
2018-07-11T13:46:39.098068,0.721,-1.088,0.068,6,1.306984698
2018-07-11T13:46:39.135668,0.937,-0.677,0.037,6,1.156575549
2018-07-11T13:46:39.209869,0.937,-0.677,0.037,6,1.156575549
2018-07-11T13:46:39.269032,1.143,-0.639,0.169,6,1.320352604
2018-07-11T13:46:39.324180,0.697,-0.796,0.107,6,1.063425597
2018-07-11T13:46:39.370306,0.517,-0.484,0.244,6,0.749053403
2018-07-11T13:46:39.434479,0.517,-0.484,0.244,6,0.749053403
2018-07-11T13:46:39.481609,0.516,-0.186,0.272,6,0.612238516
2018-07-11T13:46:39.542775,0.568,-0.424,0.464,6,0.847169405
2018-07-11T13:46:39.601934,0.568,-0.424,0.464,6,0.847169405
2018-07-11T13:46:39.652067,0.841,-0.85,1.032,6,1.579495173
2018-07-11T13:46:39.706212,0.622,-0.522,0.568,6,0.990955095
2018-07-11T13:46:39.762863,0.938,-0.656,0.485,6,1.243143194
2018-07-11T13:46:39.807984,0.938,-0.656,0.485,6,1.243143194
2018-07-11T13:46:39.875665,0.8,-0.401,0.005,6,0.89488882
2018-07-11T13:46:39.984957,0.445,-1.215,0.047,6,1.294781449
2018-07-11T13:46:40.045118,0.729,-0.478,0.282,6,0.916214495
2018-07-11T13:46:40.088734,0.499,-0.846,0.07,6,0.984691322
2018-07-11T13:46:40.137865,0.499,-0.846,0.07,6,0.984691322
2018-07-11T13:46:40.183989,0.563,-0.789,0.263,6,1.004320168
2018-07-11T13:46:40.249664,0.592,-0.748,0.312,6,1.003649341
2018-07-11T13:46:40.301803,0.592,-0.748,0.312,6,1.003649341
2018-07-11T13:46:40.360460,0.594,-0.939,0.169,6,1.123885225
2018-07-11T13:46:40.418114,0.845,-0.982,0.242,6,1.317919952
2018-07-11T13:46:40.467246,0.845,-0.982,0.242,6,1.317919952
2018-07-11T13:46:40.512867,0.736,-0.79,0.012,6,1.079787016
2018-07-11T13:46:40.568014,0.941,-0.599,0.298,6,1.154593435
2018-07-11T13:46:40.643215,0.572,-0.839,0.125,6,1.023098236
2018-07-11T13:46:40.699365,0.572,-0.839,0.125,6,1.023098236
2018-07-11T13:46:40.745990,0.626,-0.432,0.339,6,0.83271904
2018-07-11T13:46:40.793617,0.526,-0.359,0.248,6,0.683418613
2018-07-11T13:46:40.841746,0.526,-0.359,0.248,6,0.683418613
2018-07-11T13:46:40.910931,0.667,-0.525,0.554,6,1.013622218
2018-07-11T13:46:40.982121,0.724,-0.807,0.834,6,1.367838075
2018-07-11T13:46:41.046794,0.591,-0.632,0.767,6,1.156284567
2018-07-11T13:46:41.096426,0.591,-0.632,0.767,6,1.156284567
2018-07-11T13:46:41.156085,0.823,-0.615,0.271,6,1.062541764
2018-07-11T13:46:41.203713,0.657,-0.59,0.044,6,0.884129515
2018-07-11T13:46:41.295458,0.617,-1.029,0.012,6,1.199864159
2018-07-11T13:46:41.350104,0.721,-0.604,0.302,6,0.987856771
2018-07-11T13:46:41.448868,0.562,-0.675,0.152,6,0.891388243
2018-07-11T13:46:41.496495,0.632,-0.813,0.266,6,1.063554888
2018-07-11T13:46:41.543633,0.632,-0.813,0.266,6,1.063554888
2018-07-11T13:46:41.591260,0.654,-0.701,0.237,6,0.987565694
2018-07-11T13:46:41.652925,0.654,-0.701,0.237,6,0.987565694
2018-07-11T13:46:41.710078,0.649,-0.771,0.168,6,1.021697607
2018-07-11T13:46:41.763220,0.625,-0.992,0.184,6,1.186821385
2018-07-11T13:46:41.816362,0.628,-1.056,0.132,6,1.235695755
2018-07-11T13:46:41.872512,0.628,-1.056,0.132,6,1.235695755
2018-07-11T13:46:41.922144,1.024,-0.505,0.098,6,1.14595157
2018-07-11T13:46:41.999852,0.818,-1.001,0.111,6,1.297476782
2018-07-11T13:46:42.066029,0.599,-0.728,0.139,6,0.952945959
2018-07-11T13:46:42.152259,0.563,-0.34,0.22,6,0.693519286
2018-07-11T13:46:42.198884,0.563,-0.34,0.22,6,0.693519286
2018-07-11T13:46:42.247015,0.599,-0.326,0.33,6,0.757612698
2018-07-11T13:46:42.314698,0.802,-0.629,0.662,6,1.215355504
2018-07-11T13:40:14.713688,0.509,-0.835,0.198,1,0.997752474
2018-07-11T13:40:14.758307,0.5,-0.847,0.2,1,1.003697664
2018-07-11T13:40:14.808444,0.5,-0.847,0.2,1,1.003697664
2018-07-11T13:40:14.851559,0.516,-0.846,0.187,1,1.008434926
2018-07-11T13:40:14.908717,0.516,-0.846,0.187,1,1.008434926
2018-07-11T13:40:14.966872,0.538,-0.838,0.16,1,1.00860696
2018-07-11T13:40:15.023029,0.536,-0.821,0.136,1,0.989865142
2018-07-11T13:40:15.129316,0.515,-0.821,0.125,1,0.977185243
2018-07-11T13:40:15.185470,0.541,-0.835,0.229,1,1.020953966
2018-07-11T13:40:15.232596,0.534,-0.813,0.21,1,0.995100497
2018-07-11T13:40:15.301786,0.534,-0.813,0.21,1,0.995100497
2018-07-11T13:40:15.358939,0.562,-0.817,0.168,1,1.0057619
2018-07-11T13:40:15.421608,0.514,-0.773,0.065,1,0.930564345
2018-07-11T13:40:15.511351,0.535,-0.729,0.031,1,0.904780084
2018-07-11T13:40:15.593575,0.493,-0.685,-0.025,1,0.844333465
2018-07-11T13:40:15.642208,0.524,-0.689,-0.067,1,0.8682085
2018-07-11T13:40:15.694848,0.524,-0.689,-0.067,1,0.8682085
2018-07-11T13:40:15.746990,0.587,-0.668,-0.115,1,0.896670508
2018-07-11T13:40:15.789103,0.313,-0.539,0.192,1,0.65219169
2018-07-11T13:40:15.833226,0.313,-0.539,0.192,1,0.65219169
2018-07-11T13:40:15.956560,0.319,-0.057,-0.068,1,0.331110254
2018-07-11T13:40:16.024744,0.718,0.458,-1.946,1,2.124194906
2018-07-11T13:40:16.077886,0.718,0.458,-1.946,1,2.124194906
2018-07-11T13:40:16.116489,1.235,0.065,-3.069,1,3.308808094
2018-07-11T13:40:16.163615,1.235,0.065,-3.069,1,3.308808094
2018-07-11T13:40:16.210741,0.327,0.511,-2.192,1,2.274404098
2018-07-11T13:40:16.273910,0.001,-0.378,-0.054,1,0.381838971
2018-07-11T13:40:16.323543,0.001,-0.378,-0.054,1,0.381838971
2018-07-11T13:40:16.384207,0.25,0.14,-0.381,1,0.476718995
2018-07-11T13:40:16.494506,0.22,-0.027,-0.88,1,0.907484986
2018-07-11T13:40:16.548653,0.22,-0.027,-0.88,1,0.907484986
2018-07-11T13:40:16.601294,0.411,-0.212,-1.502,1,1.571581687
2018-07-11T13:40:16.647417,0.303,-0.35,-1.126,1,1.217450204
2018-07-11T13:40:16.694042,0.303,-0.35,-1.126,1,1.217450204
2018-07-11T13:40:16.760719,0.304,-0.044,-0.472,1,0.563148293
2018-07-11T13:40:16.820379,0.259,-0.104,-0.562,1,0.627487848
2018-07-11T13:40:16.882044,0.409,-0.241,-0.961,1,1.071859599
2018-07-11T13:40:16.931677,0.409,-0.241,-0.961,1,1.071859599
2018-07-11T13:40:16.977298,0.432,-0.319,-1.133,1,1.253823752
2018-07-11T13:40:17.037961,0.432,-0.319,-1.133,1,1.253823752
2018-07-11T13:40:17.084085,0.278,-0.181,-0.753,1,0.822832911
2018-07-11T13:40:17.149262,0.289,-0.141,-0.69,1,0.761250287
2018-07-11T13:40:17.193384,0.289,-0.141,-0.69,1,0.761250287
2018-07-11T13:40:17.244524,0.348,-0.187,-0.853,1,0.940043616
2018-07-11T13:40:17.307599,0.345,-0.247,-0.958,1,1.04775856
2018-07-11T13:47:40.638427,1.056,-0.597,0.16,6,1.223578767
2018-07-11T13:47:40.684551,1.056,-0.597,0.16,6,1.223578767
2018-07-11T13:47:40.736188,0.779,-0.982,0.058,6,1.254802375
2018-07-11T13:47:40.780807,0.779,-0.982,0.058,6,1.254802375
2018-07-11T13:47:40.834953,0.625,-0.555,0.135,6,0.846684711
2018-07-11T13:47:40.901129,0.578,-0.286,0.248,6,0.690929808
2018-07-11T13:47:40.965802,0.497,-0.187,0.372,6,0.648353299
2018-07-11T13:47:41.028970,0.497,-0.187,0.372,6,0.648353299
2018-07-11T13:47:41.096651,0.857,-0.728,0.783,6,1.370226988
2018-07-11T13:47:41.143777,1.043,-0.486,1.124,6,1.608546238
2018-07-11T13:47:41.277134,0.659,-0.504,0.085,6,0.833979616
2018-07-11T13:47:41.329774,0.659,-0.504,0.085,6,0.833979616
